fecha,hora,duracion_sesion,direccion_url_entrada,direccion_url_salida,referente,id_usuario_clarity,explorador,dispositivo,sistema_operativo,pais,recuento_paginas,clics_sesion,duracion_sesion_segundos,abandono_rapido,clicks_por_pagina,tiempo_por_pagina,interaccion_total,posible_frustracion,standarized_engagement_score,entrada_es_home,trafico_externo
03/12/2026,10:02,00:00:23,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,,1vb2rtg,GoogleApp,Mobile,iOS,Colombia,1,1,23.0,1,1.0,23.0,2,0,-0.38787148995900883,0,0
03/12/2026,10:01,00:01:36,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,rtz3gk,Chrome,PC,Windows,Colombia,2,0,96.0,0,0.0,48.0,2,0,-0.20828705250685622,0,0
03/12/2026,10:01,00:00:25,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,l2b65n,Chrome,PC,Windows,Mexico,1,25,25.0,1,25.0,25.0,26,1,-0.09768206785089474,0,1
03/12/2026,10:01,00:00:17,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,u1abjf,MobileSafari,Mobile,iOS,Mexico,1,0,17.0,1,0.0,17.0,1,0,-0.41403610998515034,0,1
03/12/2026,10:00,00:00:04,https://cloudlabslearning.com/?utm_term=e-learning&utm_campaign=Search+US+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591229623&hsa_grp=166881701515&hsa_ad=710110900970&hsa_src=g&hsa_tgt=kwd-297161895046&hsa_kw=e-learning&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591229623&gclid=CjwKCAjwyMnNBhBNEiwA-Kcgu2lB-zxLJ545LEGWpfsmU4ftU4cpN_tFAojv14BMekeQ8QNML_2y1xoC3f8QAvD_BwE,https://cloudlabslearning.com/?utm_term=e-learning&utm_campaign=Search+US+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591229623&hsa_grp=166881701515&hsa_ad=710110900970&hsa_src=g&hsa_tgt=kwd-297161895046&hsa_kw=e-learning&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591229623&gclid=CjwKCAjwyMnNBhBNEiwA-Kcgu2lB-zxLJ545LEGWpfsmU4ftU4cpN_tFAojv14BMekeQ8QNML_2y1xoC3f8QAvD_BwE,,147b4i4,ChromeMobile,Mobile,Android,Mexico,1,2,4.0,1,2.0,4.0,3,0,-0.42117191544682525,0,0
03/12/2026,10:00,00:00:23,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,4lfq7z,Chrome,PC,Windows,Mexico,4,6,23.0,0,1.5,5.75,10,0,-0.274887903482489,0,1
03/12/2026,10:00,00:00:05,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,tuy518,Chrome,PC,Windows,Mexico,1,3,5.0,1,3.0,5.0,4,0,-0.40690030452347536,0,1
03/12/2026,09:59,00:00:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,dhe89b,Chrome,PC,Windows,Colombia,1,4,4.0,1,4.0,4.0,5,0,-0.3973858972412421,0,0
03/12/2026,09:59,00:01:42,https://cloudlabslearning.com/,https://cloudlabslearning.com/high-school,https://www.google.com/,19gj5ea,ChromeMobile,Mobile,Android,Mexico,2,4,102.0,0,2.0,51.0,6,0,-0.1464434051723401,0,1
03/12/2026,09:59,00:00:51,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://platform.cloudlabs.us/,22uonp,Chrome,PC,Windows,Colombia,3,7,51.0,0,2.33,17.0,10,0,-0.214233557058252,0,1
03/12/2026,09:59,00:00:05,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,zkonog,Chrome,PC,Windows,Mexico,1,3,5.0,1,3.0,5.0,4,0,-0.40690030452347536,0,1
03/12/2026,09:59,00:00:45,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1yxaw5d,Chrome,PC,Windows,Mexico,2,5,45.0,0,2.5,22.5,7,0,-0.2701306998413724,0,1
03/12/2026,09:58,00:04:11,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,kba5od,Chrome,PC,Windows,Mexico,3,2,251.0,0,0.67,83.66666666666667,5,0,0.20202176153945267,0,1
03/12/2026,09:57,00:00:07,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,lkqytj,Chrome,PC,Windows,Mexico,1,4,7.0,1,4.0,7.0,5,0,-0.3902500917795672,0,0
03/12/2026,09:57,00:00:06,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,16vb7c3,Chrome,PC,Windows,Mexico,1,4,6.0,1,4.0,6.0,5,0,-0.3926286936001255,0,1
03/12/2026,09:56,00:00:15,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,14vt2nx,ChromeMobile,Mobile,Android,Mexico,1,3,15.0,1,3.0,15.0,4,0,-0.38311428631789224,0,1
03/12/2026,09:55,00:00:06,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,wvp5j3,Chrome,PC,Windows,Mexico,1,4,6.0,1,4.0,6.0,5,0,-0.3926286936001255,0,1
03/12/2026,09:55,00:07:07,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,rold5c,Chrome,PC,Windows,Colombia,1,0,427.0,1,0.0,427.0,1,0,0.5611906364437579,0,1
03/12/2026,09:54,00:00:13,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,q2hk4j,Edge,PC,Windows,Mexico,1,0,13.0,1,0.0,13.0,1,0,-0.4235505172673835,0,0
03/12/2026,09:54,00:00:50,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,mqsu2a,Chrome,PC,Windows,Mexico,1,13,50.0,1,13.0,50.0,14,1,-0.18093313157043567,0,1
03/12/2026,09:53,00:00:05,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,w5e2sy,EdgeMobile,Mobile,iOS,Mexico,1,3,5.0,1,3.0,5.0,4,0,-0.40690030452347536,0,0
03/12/2026,09:52,00:03:45,https://cloudlabslearning.com/hybrid-laboratories,https://cloudlabslearning.com/hybrid-laboratories,,1h9a15b,EdgeMobile,Mobile,iOS,Mexico,1,11,225.0,1,11.0,225.0,12,1,0.21153616882168588,0,0
03/12/2026,09:52,00:00:16,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,7mrodp,Chrome,PC,Windows,Mexico,1,3,16.0,1,3.0,16.0,4,0,-0.3807356844973339,0,1
03/12/2026,09:52,00:00:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,70i9c6,EdgeMobile,Mobile,iOS,Mexico,1,1,4.0,1,1.0,4.0,2,0,-0.4330649245496168,0,0
03/12/2026,09:52,00:00:31,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,,1ly4zq,SamsungInternet,Mobile,Android,Colombia,1,2,31.0,1,2.0,31.0,3,0,-0.3569496662917508,0,0
03/12/2026,09:52,00:00:10,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://notebooklm.google.com/,uq5c1k,Chrome,PC,Windows,Guatemala,1,0,10.0,1,0.0,10.0,1,0,-0.4306863227290585,0,1
03/12/2026,09:52,00:00:18,https://cloudlabslearning.com/privacy-policies,https://cloudlabslearning.com/privacy-policies,https://accounts.google.com/,eg3wv8,Chrome,PC,Windows,Mexico,1,5,18.0,1,5.0,18.0,6,0,-0.35219246265063414,0,1
03/12/2026,09:51,00:00:05,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1s924cc,ChromeMobile,Mobile,Android,Mexico,1,2,5.0,1,2.0,5.0,3,0,-0.4187933136262669,0,1
03/12/2026,09:50,00:00:29,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,6bb6r8,ChromeMobile,Mobile,Android,Colombia,1,1,29.0,1,1.0,29.0,2,0,-0.373599879035659,0,0
03/12/2026,09:50,00:00:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,5r3kfy,Chrome,PC,Windows,Mexico,1,3,4.0,1,3.0,4.0,4,0,-0.4092789063440337,0,1
03/12/2026,09:50,00:00:21,https://cloudlabslearning.com/?utm_term=juegos%20de%20aprendizaje&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=s&hsa_tgt=kwd-301665898268&hsa_kw=juegos%20de%20aprendizaje&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=5&gad_campaignid=21591212112&gclid=EAIaIQobChMI7PnS3s2akwMVtFNIAB0SAhbZEAAYAyAAEgIYkPD_BwE,https://cloudlabslearning.com/?utm_term=juegos%20de%20aprendizaje&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=s&hsa_tgt=kwd-301665898268&hsa_kw=juegos%20de%20aprendizaje&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=5&gad_campaignid=21591212112&gclid=EAIaIQobChMI7PnS3s2akwMVtFNIAB0SAhbZEAAYAyAAEgIYkPD_BwE,https://syndicatedsearch.goog/,p2egnc,Edge,PC,Windows,Chile,1,2,21.0,1,2.0,21.0,3,0,-0.3807356844973339,0,1
03/12/2026,09:49,00:25:26,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1n0a64e,Chrome,PC,Windows,Mexico,4,3,1526.0,0,0.75,381.5,7,0,3.26447160550828,0,1
03/12/2026,09:49,00:00:12,https://cloudlabslearning.com/?utm_term=educaplay&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-299628332614&hsa_kw=educaplay&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3nfaiA1UZFwGn1Mp0ThnwauI&gclid=CjwKCAjwyMnNBhBNEiwA-Kcgu9KluxASDsOU7MlnToYM1RG04a_jqb6jhuos9h5VPOlUk4l3Y1ZZWBoCYXwQAvD_BwE,https://cloudlabslearning.com/?utm_term=educaplay&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-299628332614&hsa_kw=educaplay&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3nfaiA1UZFwGn1Mp0ThnwauI&gclid=CjwKCAjwyMnNBhBNEiwA-Kcgu9KluxASDsOU7MlnToYM1RG04a_jqb6jhuos9h5VPOlUk4l3Y1ZZWBoCYXwQAvD_BwE,https://www.google.com/,zezeb6,Chrome,PC,Windows,Argentina,1,1,12.0,1,1.0,12.0,2,0,-0.41403610998515034,0,1
03/12/2026,09:49,00:00:06,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1t6s31b,Chrome,PC,Windows,Mexico,1,5,6.0,1,5.0,6.0,6,0,-0.3807356844973339,0,1
03/12/2026,09:49,00:00:51,https://cloudlabslearning.com/#error=login_required&state=703fdd5e-1fcc-457b-86bd-c33a844e38cc,https://cloudlabslearning.com/#error=login_required&state=703fdd5e-1fcc-457b-86bd-c33a844e38cc,,19w3578,MobileSafari,Tablet,iOS,Spain,1,0,51.0,1,0.0,51.0,1,0,-0.33316364808616766,0,0
03/12/2026,09:49,00:00:01,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,c04eqg,MobileSafari,Tablet,iOS,Spain,1,0,1.0,1,0.0,1.0,1,0,-0.4520937391140833,0,0
03/12/2026,09:48,00:22:21,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,1f8kpuu,ChromeMobile,Mobile,Android,Mexico,4,2,1341.0,0,0.5,335.25,6,0,2.8125372596022005,0,0
03/12/2026,09:48,00:00:03,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1dmuc3z,ChromeMobile,Mobile,Android,Mexico,1,2,3.0,1,2.0,3.0,3,0,-0.4235505172673835,0,1
03/12/2026,09:47,00:00:03,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,17kkbfe,Chrome,PC,Linux,Colombia,1,2,3.0,1,2.0,3.0,3,0,-0.4235505172673835,0,1
03/12/2026,09:47,00:00:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,epbgq9,Chrome,PC,Windows,Mexico,1,2,4.0,1,2.0,4.0,3,0,-0.42117191544682525,0,1
03/12/2026,09:46,00:00:09,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,4kj8zn,ChromeMobile,Mobile,Android,Mexico,1,2,9.0,1,2.0,9.0,3,0,-0.4092789063440337,0,1
03/12/2026,09:46,00:02:18,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,15vl2ii,Chrome,PC,Windows,Mexico,3,3,138.0,0,1.0,46.0,6,0,-0.054867235080845095,0,1
03/12/2026,09:46,00:02:15,https://cloudlabslearning.com/,https://cloudlabslearning.com/#error=login_required&state=bc932df4-2f1e-40c9-82db-5f4c8ee87f06,https://www.google.com/,1svdo2w,Chrome,PC,Windows,Mexico,3,10,135.0,0,3.33,45.0,13,0,0.021248023177020892,0,1
03/12/2026,09:46,00:20:53,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,8igy3x,GoogleApp,Mobile,iOS,Mexico,2,6,1253.0,0,3.0,626.5,8,0,2.615113308495861,0,1
03/12/2026,09:45,00:01:06,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,,5jy4cg,ChromeMobile,Mobile,Android,Colombia,1,1,66.0,1,1.0,66.0,2,0,-0.2855916116750014,0,0
03/12/2026,09:45,00:00:09,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1qtwrln,Chrome,PC,Windows,Mexico,1,2,9.0,1,2.0,9.0,3,0,-0.4092789063440337,0,1
03/12/2026,09:44,00:05:13,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,,zyv855,Chrome,PC,Windows,Colombia,1,0,313.0,1,0.0,313.0,1,0,0.29003002890011015,0,0
03/12/2026,09:44,00:00:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,103v3je,Chrome,PC,Windows,Mexico,1,4,4.0,1,4.0,4.0,5,0,-0.3973858972412421,0,1
03/12/2026,09:42,00:00:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,ip5hn9,Chrome,PC,Linux,Mexico,1,2,4.0,1,2.0,4.0,3,0,-0.42117191544682525,0,1
03/12/2026,09:42,00:00:01,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,wmwm47,Chrome,PC,Windows,Mexico,1,0,1.0,1,0.0,1.0,1,0,-0.4520937391140833,0,1
03/12/2026,09:42,00:00:13,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,f5bdf0,Safari,PC,MacOS,Spain,1,1,13.0,1,1.0,13.0,2,0,-0.41165750816459196,0,1
03/12/2026,09:42,00:00:01,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,,gqotsw,ChromeMobile,Mobile,Android,Colombia,1,0,1.0,1,0.0,1.0,1,0,-0.4520937391140833,0,0
03/12/2026,09:42,00:01:31,https://cloudlabslearning.com/,https://cloudlabslearning.com/elementary-school,,grpv1q,Chrome,PC,Windows,Argentina,2,6,91.0,0,3.0,45.5,8,0,-0.14882200699289846,0,0
03/12/2026,09:41,00:15:49,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,19o0ust,ChromeMobile,Mobile,Android,Mexico,2,4,949.0,0,2.0,474.5,6,0,1.8682323368405507,0,1
03/12/2026,09:41,00:04:17,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,7rus1z,Chrome,PC,Windows,Mexico,3,13,257.0,0,4.33,85.66666666666667,16,0,0.34711647259350975,0,1
03/12/2026,09:41,00:01:01,https://cloudlabslearning.com/,https://cloudlabslearning.com/#state=8ec9cfec-45a5-4d89-ad21-0b0ff4e30960&session_state=b9cb877d-9483-4d18-968d-26f1303662ac&code=8c9cd296-17f3-4807-aac0-336d2476673f.b9cb877d-9483-4d18-968d-26f1303662ac.03b1d69b-3912-413a-a496-8faa9b5b43fa,,exml6j,Chrome,PC,Windows,Mexico,2,2,61.0,0,1.0,30.5,4,0,-0.26775209802081407,0,0
03/12/2026,09:41,00:00:11,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,15m05k4,Chrome,PC,Windows,Mexico,1,4,11.0,1,4.0,11.0,5,0,-0.3807356844973339,0,1
03/12/2026,09:40,00:00:06,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,o34hni,Chrome,PC,Windows,Mexico,1,4,6.0,1,4.0,6.0,5,0,-0.3926286936001255,0,1
03/12/2026,09:40,00:00:20,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,9m62pp,Chrome,PC,Windows,Mexico,1,4,20.0,1,4.0,20.0,5,0,-0.3593282681123091,0,1
03/12/2026,09:39,00:00:05,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,m5m3qp,Chrome,PC,Windows,Mexico,1,4,5.0,1,4.0,5.0,5,0,-0.3950072954206838,0,1
03/12/2026,09:39,00:00:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1uwcdek,Chrome,PC,Windows,Mexico,1,3,4.0,1,3.0,4.0,4,0,-0.4092789063440337,0,1
03/12/2026,09:38,00:00:06,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,5n55b6,Chrome,PC,Windows,Mexico,1,3,6.0,1,3.0,6.0,4,0,-0.40452170270291704,0,1
03/12/2026,09:38,00:00:16,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,10gg6ki,Chrome,PC,Windows,Mexico,1,9,16.0,1,9.0,16.0,10,0,-0.30937762988058454,0,1
03/12/2026,09:37,00:00:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,ufrs3t,Chrome,PC,Windows,Mexico,1,4,4.0,1,4.0,4.0,5,0,-0.3973858972412421,0,1
03/12/2026,09:37,00:00:21,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,jwr1hy,Chrome,PC,Windows,Mexico,1,3,21.0,1,3.0,21.0,4,0,-0.36884267539454235,0,1
03/12/2026,09:37,00:00:07,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,lhwpuu,ChromeMobile,Mobile,Android,Mexico,1,2,7.0,1,2.0,7.0,3,0,-0.41403610998515034,0,1
03/12/2026,09:36,00:01:45,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,,1pfznua,ChromeMobile,Mobile,Android,Colombia,3,1,105.0,0,0.33,35.0,4,0,-0.15714711336485254,0,0
03/12/2026,09:36,00:16:01,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,,1cwg0s4,ChromeMobile,Mobile,Android,Colombia,2,2,961.0,0,1.0,480.5,4,0,1.8729895404816674,0,0
03/12/2026,09:36,00:00:07,https://cloudlabslearning.com/#error=login_required&state=6c5f30de-ffeb-4f8d-8f23-e6afe51cdb6d,https://cloudlabslearning.com/#error=login_required&state=6c5f30de-ffeb-4f8d-8f23-e6afe51cdb6d,,1a8htpx,ChromeMobile,Mobile,Android,Mexico,1,2,7.0,1,2.0,7.0,3,0,-0.41403610998515034,0,0
03/12/2026,09:35,00:00:19,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,8unlkn,ChromeMobile,Mobile,Android,Mexico,1,2,19.0,1,2.0,19.0,3,0,-0.38549288813845056,0,1
03/12/2026,09:34,00:06:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,mieg1o,Chrome,PC,Windows,Mexico,1,2,364.0,1,2.0,364.0,3,0,0.43512473995416723,0,1
03/12/2026,09:34,00:03:49,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,2pspmu,Chrome,PC,Windows,Mexico,1,5,229.0,1,5.0,229.0,6,0,0.14969252148716983,0,1
03/12/2026,09:33,00:07:47,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1w8q92e,Chrome,PC,Windows,Mexico,1,10,467.0,1,10.0,467.0,11,0,0.775264800294006,0,1
03/12/2026,09:32,00:00:07,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,blup9i,Chrome,PC,Windows,Mexico,1,3,7.0,1,3.0,7.0,4,0,-0.4021431008823588,0,1
03/12/2026,09:31,00:00:58,https://cloudlabslearning.com/,https://cloudlabslearning.com/#state=358f07ce-c8f8-49f7-a26e-64e3e7f39b96&session_state=189a8a10-c718-4593-9e1f-996f1e18c70f&code=aa075167-73cd-4c7c-a765-39e940cfb4e8.189a8a10-c718-4593-9e1f-996f1e18c70f.03b1d69b-3912-413a-a496-8faa9b5b43fa,https://www.google.com/,1dc2olp,Chrome,PC,Windows,Mexico,2,7,58.0,0,3.5,29.0,9,0,-0.2154228579685312,0,1
03/12/2026,09:31,00:13:15,https://cloudlabslearning.com/#error=login_required&state=2754b134-f17c-4adc-8e14-a8764159660b,https://cloudlabslearning.com/#state=b5a0c600-2758-4677-8f3f-5bae8554898f&session_state=e33ac872-80dc-4d1d-bc95-1ddd314b2b0d&code=76087ceb-83b7-4ac7-8227-4d900bb14305.e33ac872-80dc-4d1d-bc95-1ddd314b2b0d.03b1d69b-3912-413a-a496-8faa9b5b43fa,,1sqmh0n,Chrome,PC,Windows,Mexico,2,7,795.0,0,3.5,397.5,9,0,1.5376066837829452,0,0
03/12/2026,09:31,00:00:10,https://cloudlabslearning.com/elementary-school?%2Fregistration=,https://cloudlabslearning.com/elementary-school?%2Fregistration=,https://cloudlabslearning.com/,1rx8jq2,GoogleApp,Mobile,iOS,Mexico,1,2,10.0,1,2.0,10.0,3,0,-0.40690030452347536,0,1
03/12/2026,09:31,00:00:18,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,2v2xr9,ChromeMobile,Mobile,Android,Mexico,2,2,18.0,0,1.0,9.0,4,0,-0.3700319763048215,0,1
03/12/2026,09:30,00:00:04,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1v2wxo2,Chrome,PC,Windows,Mexico,1,4,4.0,1,4.0,4.0,5,0,-0.3973858972412421,0,1
03/12/2026,09:30,00:00:05,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1wu39bg,Chrome,PC,Windows,Mexico,1,4,5.0,1,4.0,5.0,5,0,-0.3950072954206838,0,1
03/12/2026,09:30,00:00:06,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,12v18b9,Chrome,PC,Windows,Mexico,1,2,6.0,1,2.0,6.0,3,0,-0.4164147118057086,0,1
03/12/2026,09:29,00:00:02,https://cloudlabslearning.com/,https://cloudlabslearning.com/,,edsza6,Chrome,PC,Windows,Mexico,1,2,2.0,1,2.0,2.0,3,0,-0.4259291190879419,0,0
03/12/2026,09:29,00:00:05,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,ioyy9u,Chrome,PC,Windows,Mexico,1,3,5.0,1,3.0,5.0,4,0,-0.40690030452347536,0,1
03/12/2026,09:29,00:02:18,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1rx8jq2,GoogleApp,Mobile,iOS,Mexico,3,4,138.0,0,1.33,46.0,7,0,-0.04297422597805353,0,1
03/12/2026,09:28,00:00:08,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,doc8cw,Chrome,PC,Windows,Mexico,1,3,8.0,1,3.0,8.0,4,0,-0.3997644990618004,0,1
03/12/2026,09:28,00:00:38,https://cloudlabslearning.com/?utm_term=laboratorio%20virtual&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-299532002337&hsa_kw=laboratorio%20virtual&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3klnQixNLAkp4-mDwdON_9R6&gclid=CjwKCAjwyMnNBhBNEiwA-Kcgu0oT-C-YhrbqhYNQ2soF66cxRFZ6wdqDdslXejvsOq1curw0W8G4FxoCyjEQAvD_BwE,https://cloudlabslearning.com/?utm_term=laboratorio%20virtual&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-299532002337&hsa_kw=laboratorio%20virtual&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3klnQixNLAkp4-mDwdON_9R6&gclid=CjwKCAjwyMnNBhBNEiwA-Kcgu0oT-C-YhrbqhYNQ2soF66cxRFZ6wdqDdslXejvsOq1curw0W8G4FxoCyjEQAvD_BwE,https://www.google.com/,150293d,Chrome,PC,Windows,Argentina,3,4,38.0,0,1.33,12.666666666666666,7,0,-0.28083440803388476,0,1
03/12/2026,09:27,00:00:05,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1nszil8,ChromeMobile,Mobile,Android,Mexico,1,3,5.0,1,3.0,5.0,4,0,-0.40690030452347536,0,1
03/12/2026,09:27,00:00:43,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,,aspcux,ChromeMobile,Mobile,iOS,Colombia,1,1,43.0,1,1.0,43.0,2,0,-0.3402994535478426,0,0
03/12/2026,09:26,00:00:51,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND,,1ypecz9,MobileSafari,Mobile,iOS,Colombia,1,3,51.0,1,3.0,51.0,4,0,-0.297484620777793,0,0
03/12/2026,09:25,00:03:51,https://cloudlabslearning.com/,https://cloudlabslearning.com/,https://www.google.com/,1gss3oq,ChromeMobile,Mobile,Android,Mexico,5,25,231.0,0,5.0,46.2,30,0,0.46366796180086706,0,1
